title,overview,genre_list,crew_list,cast_list,original_language,comp_list,comb
All Eyez on Me,"Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",Biography Drama Music ,Benny Boom,Demetrius Shipp Jr. Danai Gurira Kat Graham Annie Ilonzeh,en,unknown,Biography Drama Music Demetrius Shipp Jr. Danai Gurira Kat Graham Annie IlonzehBenny Boomen
Girls Trip,"When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.",Adventure Comedy Drama ,Malcolm D. Lee,Regina Hall Queen Latifah Jada Pinkett Smith Tiffany Haddish,en,unknown,Adventure Comedy Drama Regina Hall Queen Latifah Jada Pinkett Smith Tiffany HaddishMalcolm D. Leeen
Once Upon a Time in Venice,A Los Angeles detective seeks out the ruthless gang that stole his dog.,Action Comedy ,Mark Cullen,Bruce Willis John Goodman Jason Momoa Emily Robinson,en,unknown,Action Comedy Bruce Willis John Goodman Jason Momoa Emily RobinsonMark Cullenen
Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",Animation Adventure Comedy ,Kelly Asbury,Demi Lovato Rainn Wilson Joe Manganiello Jack McBrayer,en,unknown,Animation Adventure Comedy Demi Lovato Rainn Wilson Joe Manganiello Jack McBrayerKelly Asburyen
A Bad Moms Christmas,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.",Comedy ,Jon Lucas,Scott Moore Mila Kunis Kristen Bell Kathryn Hahn Jay Hernandez,en,unknown,Comedy Scott Moore Mila Kunis Kristen Bell Kathryn Hahn Jay HernandezJon Lucasen
The Space Between Us,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street-smart girl to discover how he came to be.",Drama Romance Science Fiction ,Peter Chelsom,Gary Oldman Asa Butterfield Carla Gugino Britt Robertson,en,unknown,Drama Romance Science Fiction Gary Oldman Asa Butterfield Carla Gugino Britt RobertsonPeter Chelsomen
Going in Style,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",Comedy Crime ,Zach Braff,Michael Caine Alan Arkin Ann-Margret Matt Dillon,en,unknown,Comedy Crime Michael Caine Alan Arkin Ann-Margret Matt DillonZach Braffen
Goodbye Christopher Robin,"The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.",Biography Drama ,Simon Curtis,Domhnall Gleeson Margot Robbie Kelly Macdonald Vicki Pepperdine,en,unknown,Biography Drama Domhnall Gleeson Margot Robbie Kelly Macdonald Vicki PepperdineSimon Curtisen
I Kill Giants,Barbara Thorson struggles through life by escaping into a fantasy life of magic and monsters.,Drama Fantasy Thriller ,Anders Walter,Madison Wolfe Zoe Saldana Imogen Poots Sydney Wade,en,unknown,Drama Fantasy Thriller Madison Wolfe Zoe Saldana Imogen Poots Sydney WadeAnders Walteren
Unforgettable,A woman sets out to make life a living hell for her ex-husband's new fiancée.,Drama Thriller ,Denise Di Novi,Rosario Dawson Katherine Heigl Geoff Stults Isabella Kai,en,unknown,Drama Thriller Rosario Dawson Katherine Heigl Geoff Stults Isabella KaiDenise Di Novien
Snatched,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",Action Adventure Comedy ,Jonathan Levine,Amy Schumer Goldie Hawn Kim Caramele Raven Goodwin,en,unknown,Action Adventure Comedy Amy Schumer Goldie Hawn Kim Caramele Raven GoodwinJonathan Levineen
The Lego Ninjago Movie,"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",Animation Action Adventure ,Charlie Bean,Paul Fisher Bob Logan Jackie Chan Dave Franco Fred Armisen Kumail Nanjiani,en,unknown,Animation Action Adventure Paul Fisher Bob Logan Jackie Chan Dave Franco Fred Armisen Kumail NanjianiCharlie Beanen
Last Flag Flying,"Thirty years after they served together in Vietnam, a former Navy Corpsman Larry ""Doc"" Shepherd re-unites with his old buddies, former Marines Sal Nealon and Reverend Richard Mueller, to bury his son, a young Marine killed in the Iraq War.",Comedy Drama War ,Richard Linklater,Bryan Cranston Laurence Fishburne Steve Carell J. Quinton Johnson,en,unknown,Comedy Drama War Bryan Cranston Laurence Fishburne Steve Carell J. Quinton JohnsonRichard Linklateren
Rings,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,Drama Horror Mystery ,F. Javier Gutiérrez,Matilda Anna Ingrid Lutz Alex Roe Johnny Galecki Vincent D'Onofrio,en,unknown,Drama Horror Mystery Matilda Anna Ingrid Lutz Alex Roe Johnny Galecki Vincent D'OnofrioF. Javier Gutiérrezen
Fist Fight,"When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",Comedy ,Richie Keen,Ice Cube Charlie Day Tracy Morgan Christina Hendricks,en,unknown,Comedy Ice Cube Charlie Day Tracy Morgan Christina HendricksRichie Keenen
Megan Leavey,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,Biography Drama War ,Gabriela Cowperthwaite,Kate Mara Ramon Rodriguez Tom Felton Bradley Whitford,en,unknown,Biography Drama War Kate Mara Ramon Rodriguez Tom Felton Bradley WhitfordGabriela Cowperthwaiteen
Father Figures,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",Comedy Drama ,Lawrence Sher,Owen Wilson Ed Helms Glenn Close Robert Jon Mello,en,unknown,Comedy Drama Owen Wilson Ed Helms Glenn Close Robert Jon MelloLawrence Sheren
Bullet Head,Three career criminals find themselves trapped in a warehouse with the law closing in and an even worse threat waiting inside - a nigh unstoppable killer dog.,Crime Drama Thriller ,Paul Solet,Adrien Brody Antonio Banderas John Malkovich Rory Culkin,en,unknown,Crime Drama Thriller Adrien Brody Antonio Banderas John Malkovich Rory CulkinPaul Soleten
Rememory,"Gordon invents the Rememory machine that allows him to see memories as they actually were. He dies in his office. Is it murder? Sam investigates by using the machine ""borrowed"" from Gordon's wife. He looks at memories of others involved.",Drama Mystery Science Fiction ,Mark Palansky,Peter Dinklage Matt Ellis Jordana Largy Martin Donovan,en,unknown,Drama Mystery Science Fiction Peter Dinklage Matt Ellis Jordana Largy Martin DonovanMark Palanskyen
The Vault,Two estranged sisters are forced to rob a bank in order to save their brother. But this is no ordinary bank.,Crime Horror Mystery ,Dan Bush,James Franco Scott Haze Taryn Manning Francesca Eastwood,en,unknown,Crime Horror Mystery James Franco Scott Haze Taryn Manning Francesca EastwoodDan Bushen
November Criminals,"After his friend is murdered, a Washington, D.C. teenager undertakes his own investigation of the crime.",Crime Drama Mystery ,Sacha Gervasi,Ansel Elgort Chloë Grace Moretz David Strathairn Catherine Keener,en,unknown,Crime Drama Mystery Ansel Elgort Chloë Grace Moretz David Strathairn Catherine KeenerSacha Gervasien
Black Panther,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Action Adventure Comedy ,Ryan Coogler,Chadwick Boseman Michael B. Jordan Lupita Nyong'o Danai Gurira,en,unknown,Action Adventure Comedy Chadwick Boseman Michael B. Jordan Lupita Nyong'o Danai GuriraRyan Coogleren
Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",Action Drama Mystery ,David Leitch,Ryan Reynolds Josh Brolin Morena Baccarin Julian Dennison,en,unknown,Action Drama Mystery Ryan Reynolds Josh Brolin Morena Baccarin Julian DennisonDavid Leitchen
Avengers: Infinity War,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Action Drama History ,Anthony Russo,Joe Russo Robert Downey Jr. Chris Hemsworth Mark Ruffalo Chris Evans,en,unknown,Action Drama History Joe Russo Robert Downey Jr. Chris Hemsworth Mark Ruffalo Chris EvansAnthony Russoen
Hereditary,A grieving family is haunted by tragic and disturbing occurrences.,Action Adventure Comedy ,Ari Aster,Toni Collette Milly Shapiro Gabriel Byrne Alex Wolff,en,unknown,Action Adventure Comedy Toni Collette Milly Shapiro Gabriel Byrne Alex WolffAri Asteren
A Star Is Born,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Horror ,Bradley Cooper,Lady Gaga Bradley Cooper Sam Elliott Greg Grunberg,en,unknown,Horror Lady Gaga Bradley Cooper Sam Elliott Greg GrunbergBradley Cooperen
Venom,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",Family Fantasy Musical ,Ruben Fleischer,Tom Hardy Michelle Williams Riz Ahmed Scott Haze,en,unknown,Family Fantasy Musical Tom Hardy Michelle Williams Riz Ahmed Scott HazeRuben Fleischeren
Bohemian Rhapsody,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Action Adventure Fantasy ,Bryan Singer,Rami Malek Lucy Boynton Gwilym Lee Ben Hardy,en,unknown,Action Adventure Fantasy Rami Malek Lucy Boynton Gwilym Lee Ben HardyBryan Singeren
Spider-Man: Into the Spider-Verse,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",Horror Mystery Thriller ,Bob Persichetti,Peter Ramsey Rodney Rothman Shameik Moore Jake Johnson Hailee Steinfeld Mahershala Ali,en,unknown,Horror Mystery Thriller Peter Ramsey Rodney Rothman Shameik Moore Jake Johnson Hailee Steinfeld Mahershala AliBob Persichettien
The Lie,"A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences.",Action Adventure Comedy ,Veena Sud,Peter Sarsgaard Joey King Cas Anvar Dani Kind,en,unknown,Action Adventure Comedy Peter Sarsgaard Joey King Cas Anvar Dani KindVeena Suden
Ready Player One,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",Crime Drama Thriller ,Steven Spielberg,Tye Sheridan Olivia Cooke Ben Mendelsohn Lena Waithe,en,unknown,Crime Drama Thriller Tye Sheridan Olivia Cooke Ben Mendelsohn Lena WaitheSteven Spielbergen
Adrift,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",Action Adventure Science Fiction ,Baltasar Kormákur,Shailene Woodley Sam Claflin Jeffrey Thomas Elizabeth Hawthorne,en,unknown,Action Adventure Science Fiction Shailene Woodley Sam Claflin Jeffrey Thomas Elizabeth HawthorneBaltasar Kormákuren
Fantastic Beasts: The Crimes of Grindelwald,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",Action Adventure Comedy ,David Yates,Eddie Redmayne Katherine Waterston Dan Fogler Johnny Depp,en,unknown,Action Adventure Comedy Eddie Redmayne Katherine Waterston Dan Fogler Johnny DeppDavid Yatesen
A Simple Favor,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",Biography Crime Drama ,Paul Feig,Anna Kendrick Blake Lively Henry Golding Andrew Rannells,en,unknown,Biography Crime Drama Anna Kendrick Blake Lively Henry Golding Andrew RannellsPaul Feigen
A Quiet Place,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",Action Crime Music ,John Krasinski,Emily Blunt John Krasinski Millicent Simmonds Noah Jupe,en,unknown,Action Crime Music Emily Blunt John Krasinski Millicent Simmonds Noah JupeJohn Krasinskien
Mamma Mia! Here We Go Again,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",Action Adventure Biography ,Ol Parker,Lily James Amanda Seyfried Meryl Streep Cher,en,unknown,Action Adventure Biography Lily James Amanda Seyfried Meryl Streep CherOl Parkeren
Solo: A Star Wars Story,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",Action Adventure Fantasy ,Ron Howard,Alden Ehrenreich Woody Harrelson Emilia Clarke Donald Glover,en,unknown,Action Adventure Fantasy Alden Ehrenreich Woody Harrelson Emilia Clarke Donald GloverRon Howarden
Suspiria,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",Comedy Crime Drama ,Luca Guadagnino,Chloë Grace Moretz Tilda Swinton Doris Hick Malgorzata Bela,en,unknown,Comedy Crime Drama Chloë Grace Moretz Tilda Swinton Doris Hick Malgorzata BelaLuca Guadagninoen
